item_name,date,sale_units,stock_level,price,cost,stock_apple,stock_banana,stock_orange,stock_cucumber,stock_okra,stock_potato,stock_tomato,profit
Tropical Fruit Salad,2018-02-19,64,69,291,174,10500,7000,4900,5250,1750,8400,5950,5571
Garden Vegetable Medley,2018-02-19,43,52,282,169,7950,5300,3710,3975,1325,6360,4505,4297
Hearty Potato Curry,2018-02-19,57,70,381,228,10350,6900,4830,5175,1725,8280,5865,7128
Fruity Veggie Smoothie,2018-02-19,61,74,462,277,11250,7500,5250,5625,1875,9000,6375,10179
Spicy Veggie Stir-Fry,2018-02-19,68,76,474,284,11400,7600,5320,5700,1900,9120,6460,11122
Tropical Fruit Salad,2018-02-20,45,54,291,174,7800,5200,3640,3900,1300,6240,4420,4047
Garden Vegetable Medley,2018-02-20,60,69,282,169,10350,6900,4830,5175,1725,8280,5865,5823
Hearty Potato Curry,2018-02-20,40,50,381,228,7650,5100,3570,3825,1275,6120,4335,4755
Fruity Veggie Smoothie,2018-02-20,47,54,462,277,8250,5500,3850,4125,1375,6600,4675,6017
Spicy Veggie Stir-Fry,2018-02-20,48,58,474,284,9000,6000,4200,4500,1500,7200,5100,6660
Tropical Fruit Salad,2018-02-21,59,66,291,174,9750,6500,4550,4875,1625,7800,5525,5277
Garden Vegetable Medley,2018-02-21,61,73,282,169,10950,7300,5110,5475,1825,8760,6205,5429
Hearty Potato Curry,2018-02-21,67,81,381,228,12150,8100,5670,6075,2025,9720,6885,8202
Fruity Veggie Smoothie,2018-02-21,39,48,462,277,7050,4700,3290,3525,1175,5640,3995,5923
Spicy Veggie Stir-Fry,2018-02-21,66,75,474,284,11400,7600,5320,5700,1900,9120,6460,10648
Tropical Fruit Salad,2018-02-22,60,75,291,174,11250,7500,5250,5625,1875,9000,6375,5283
Garden Vegetable Medley,2018-02-22,41,45,282,169,6750,4500,3150,3375,1125,5400,3825,3675
Hearty Potato Curry,2018-02-22,66,78,381,228,11100,7400,5180,5550,1850,8880,6290,8274
Fruity Veggie Smoothie,2018-02-22,66,76,462,277,11400,7600,5320,5700,1900,9120,6460,10826
Spicy Veggie Stir-Fry,2018-02-22,67,76,474,284,11100,7400,5180,5550,1850,8880,6290,10268
Tropical Fruit Salad,2018-02-23,61,73,291,174,10950,7300,5110,5475,1825,8760,6205,6213
Garden Vegetable Medley,2018-02-23,52,55,282,169,8850,5900,4130,4425,1475,7080,5015,5257
Hearty Potato Curry,2018-02-23,57,68,381,228,9600,6400,4480,4800,1600,7680,5440,7506
Fruity Veggie Smoothie,2018-02-23,64,69,462,277,10500,7000,4900,5250,1750,8400,5950,10178
Spicy Veggie Stir-Fry,2018-02-23,55,62,474,284,9600,6400,4480,4800,1600,7680,5440,8368
Tropical Fruit Salad,2018-02-24,72,106,291,174,11400,7600,5320,5700,1900,9120,6460,5691
Garden Vegetable Medley,2018-02-24,54,81,282,169,8100,5400,3780,4050,1350,6480,4590,4128
Hearty Potato Curry,2018-02-24,57,81,381,228,8250,5500,3850,4125,1375,6600,4675,5748
Fruity Veggie Smoothie,2018-02-24,57,80,462,277,8400,5600,3920,4200,1400,6720,4760,7588
Spicy Veggie Stir-Fry,2018-02-24,55,83,474,284,8400,5600,3920,4200,1400,6720,4760,6848
Tropical Fruit Salad,2018-02-25,88,114,291,174,11550,7700,5390,5775,1925,9240,6545,6390
Garden Vegetable Medley,2018-02-25,80,96,282,169,10200,6800,4760,5100,1700,8160,5780,5710
Hearty Potato Curry,2018-02-25,75,107,381,228,10950,7300,5110,5475,1825,8760,6205,8883
Fruity Veggie Smoothie,2018-02-25,56,78,462,277,8550,5700,3990,4275,1425,6840,4845,6849
Spicy Veggie Stir-Fry,2018-02-25,72,94,474,284,9750,6500,4550,4875,1625,7800,5525,8558
Tropical Fruit Salad,2018-02-26,51,55,291,174,8400,5600,3920,4200,1400,6720,4760,5097
Garden Vegetable Medley,2018-02-26,36,49,282,169,7050,4700,3290,3525,1175,5640,3995,3337
Hearty Potato Curry,2018-02-26,55,66,381,228,9900,6600,4620,4950,1650,7920,5610,7431
Fruity Veggie Smoothie,2018-02-26,66,78,462,277,12000,8000,5600,6000,2000,9600,6800,9718
Spicy Veggie Stir-Fry,2018-02-26,48,62,474,284,9300,6200,4340,4650,1550,7440,5270,7040
Tropical Fruit Salad,2018-02-27,43,52,291,174,7350,4900,3430,3675,1225,5880,4165,3696
Garden Vegetable Medley,2018-02-27,44,51,282,169,7800,5200,3640,3900,1300,6240,4420,3620
Hearty Potato Curry,2018-02-27,61,67,381,228,10050,6700,4690,5025,1675,8040,5695,7203
Fruity Veggie Smoothie,2018-02-27,66,71,462,277,10500,7000,4900,5250,1750,8400,5950,10178
Spicy Veggie Stir-Fry,2018-02-27,57,60,474,284,9000,6000,4200,4500,1500,7200,5100,9030
Tropical Fruit Salad,2018-02-28,51,56,291,174,8250,5500,3850,4125,1375,6600,4675,4980
Garden Vegetable Medley,2018-02-28,52,64,282,169,9600,6400,4480,4800,1600,7680,5440,5258
Hearty Potato Curry,2018-02-28,39,47,381,228,7200,4800,3360,3600,1200,5760,4080,5058
Fruity Veggie Smoothie,2018-02-28,50,61,462,277,9000,6000,4200,4500,1500,7200,5100,8790
Spicy Veggie Stir-Fry,2018-02-28,41,51,474,284,7650,5100,3570,3825,1275,6120,4335,7320
Tropical Fruit Salad,2018-03-01,67,78,294,176,10800,7200,5040,5400,1800,8640,6120,5850
Garden Vegetable Medley,2018-03-01,54,64,285,171,9450,6300,4410,4725,1575,7560,5355,4332
Hearty Potato Curry,2018-03-01,61,68,384,230,10350,6900,4830,5175,1725,8280,5865,6786
Fruity Veggie Smoothie,2018-03-01,63,74,467,280,10950,7300,5110,5475,1825,8760,6205,8514
Spicy Veggie Stir-Fry,2018-03-01,66,67,479,287,10050,6700,4690,5025,1675,8040,5695,8553
Tropical Fruit Salad,2018-03-02,55,58,294,176,9000,6000,4200,4500,1500,7200,5100,5610
Garden Vegetable Medley,2018-03-02,42,49,285,171,7350,4900,3430,3675,1225,5880,4165,3306
Hearty Potato Curry,2018-03-02,52,59,384,230,8700,5800,4060,4350,1450,6960,4930,5476
Fruity Veggie Smoothie,2018-03-02,43,47,467,280,7050,4700,3290,3525,1175,5640,3995,6921
Spicy Veggie Stir-Fry,2018-03-02,68,67,479,287,10350,6900,4830,5175,1725,8280,5865,9895
Tropical Fruit Salad,2018-03-03,53,66,294,176,6750,4500,3150,3375,1125,5400,3825,3840
Garden Vegetable Medley,2018-03-03,68,83,285,171,9150,6100,4270,4575,1525,7320,5185,5529
Hearty Potato Curry,2018-03-03,47,67,384,230,7050,4700,3290,3525,1175,5640,3995,4550
Fruity Veggie Smoothie,2018-03-03,85,106,467,280,11100,7400,5180,5550,1850,8880,6290,9635
Spicy Veggie Stir-Fry,2018-03-03,58,75,479,287,8100,5400,3780,4050,1350,6480,4590,7494
Tropical Fruit Salad,2018-03-04,80,108,294,176,11250,7500,5250,5625,1875,9000,6375,5322
Garden Vegetable Medley,2018-03-04,60,76,285,171,7800,5200,3640,3900,1300,6240,4420,3648
Hearty Potato Curry,2018-03-04,74,90,384,230,8700,5800,4060,4350,1450,6960,4930,5860
Fruity Veggie Smoothie,2018-03-04,58,70,467,280,7800,5200,3640,3900,1300,6240,4420,5988
Spicy Veggie Stir-Fry,2018-03-04,75,100,479,287,10650,7100,4970,5325,1775,8520,6035,8842
Tropical Fruit Salad,2018-03-05,66,76,294,176,11250,7500,5250,5625,1875,9000,6375,5910
Garden Vegetable Medley,2018-03-05,75,79,285,171,11550,7700,5390,5775,1925,9240,6545,6783
Hearty Potato Curry,2018-03-05,45,45,384,230,7050,4700,3290,3525,1175,5640,3995,5702
Fruity Veggie Smoothie,2018-03-05,54,57,467,280,9000,6000,4200,4500,1500,7200,5100,7017
Spicy Veggie Stir-Fry,2018-03-05,71,78,479,287,11400,7600,5320,5700,1900,9120,6460,9323
Tropical Fruit Salad,2018-03-06,69,81,294,176,12150,8100,5670,6075,2025,9720,6885,5736
Garden Vegetable Medley,2018-03-06,49,50,285,171,7650,5100,3570,3825,1275,6120,4335,4389
Hearty Potato Curry,2018-03-06,69,75,384,230,10650,7100,4970,5325,1775,8520,6035,6710
Fruity Veggie Smoothie,2018-03-06,47,54,467,280,8100,5400,3780,4050,1350,6480,4590,7296
Spicy Veggie Stir-Fry,2018-03-06,65,76,479,287,10950,7300,5110,5475,1825,8760,6205,9705
Tropical Fruit Salad,2018-03-07,47,52,294,176,7500,5000,3500,3750,1250,6000,4250,4724
Garden Vegetable Medley,2018-03-07,58,57,285,171,9000,6000,4200,4500,1500,7200,5100,5415
Hearty Potato Curry,2018-03-07,73,88,384,230,12300,8200,5740,6150,2050,9840,6970,7636
Fruity Veggie Smoothie,2018-03-07,54,53,467,280,8100,5400,3780,4050,1350,6480,4590,7296
Spicy Veggie Stir-Fry,2018-03-07,58,68,479,287,9600,6400,4480,4800,1600,7680,5440,9414
Tropical Fruit Salad,2018-03-08,45,51,294,176,7500,5000,3500,3750,1250,6000,4250,3548
Garden Vegetable Medley,2018-03-08,75,76,285,171,11400,7600,5320,5700,1900,9120,6460,5814
Hearty Potato Curry,2018-03-08,44,52,384,230,7500,5000,3500,3750,1250,6000,4250,4628
Fruity Veggie Smoothie,2018-03-08,56,69,467,280,10050,6700,4690,5025,1675,8040,5695,7392
Spicy Veggie Stir-Fry,2018-03-08,62,66,479,287,10350,6900,4830,5175,1725,8280,5865,8458
Tropical Fruit Salad,2018-03-09,57,61,294,176,8850,5900,4130,4425,1475,7080,5015,5198
Garden Vegetable Medley,2018-03-09,48,49,285,171,7500,5000,3500,3750,1250,6000,4250,4275
Hearty Potato Curry,2018-03-09,42,45,384,230,6750,4500,3150,3375,1125,5400,3825,5394
Fruity Veggie Smoothie,2018-03-09,50,49,467,280,7800,5200,3640,3900,1300,6240,4420,5988
Spicy Veggie Stir-Fry,2018-03-09,62,64,479,287,9300,6200,4340,4650,1550,7440,5270,9509
Tropical Fruit Salad,2018-03-10,78,93,294,176,9750,6500,4550,4875,1625,7800,5525,5318
Garden Vegetable Medley,2018-03-10,76,96,285,171,10200,6800,4760,5100,1700,8160,5780,4617
Hearty Potato Curry,2018-03-10,57,68,384,230,6900,4600,3220,3450,1150,5520,3910,5548
Fruity Veggie Smoothie,2018-03-10,84,102,467,280,10050,6700,4690,5025,1675,8040,5695,9260
Spicy Veggie Stir-Fry,2018-03-10,75,114,479,287,11250,7500,5250,5625,1875,9000,6375,8652
Tropical Fruit Salad,2018-03-11,54,67,294,176,7200,4800,3360,3600,1200,5760,4080,4194
Garden Vegetable Medley,2018-03-11,62,76,285,171,7950,5300,3710,3975,1325,6360,4505,3762
Hearty Potato Curry,2018-03-11,68,76,384,230,8100,5400,3780,4050,1350,6480,4590,5628
Fruity Veggie Smoothie,2018-03-11,63,81,467,280,8250,5500,3850,4125,1375,6600,4675,6082
Spicy Veggie Stir-Fry,2018-03-11,94,112,479,287,11400,7600,5320,5700,1900,9120,6460,10760
Tropical Fruit Salad,2018-03-12,71,77,294,176,11100,7400,5180,5550,1850,8880,6290,6086
Garden Vegetable Medley,2018-03-12,43,47,285,171,7050,4700,3290,3525,1175,5640,3995,3648
Hearty Potato Curry,2018-03-12,55,62,384,230,9000,6000,4200,4500,1500,7200,5100,5400
Fruity Veggie Smoothie,2018-03-12,70,73,467,280,11250,7500,5250,5625,1875,9000,6375,9355
Spicy Veggie Stir-Fry,2018-03-12,59,56,479,287,8550,5700,3990,4275,1425,6840,4845,8070
Tropical Fruit Salad,2018-03-13,72,76,294,176,10950,7300,5110,5475,1825,8760,6205,5968
Garden Vegetable Medley,2018-03-13,64,76,285,171,11100,7400,5180,5550,1850,8880,6290,5586
Hearty Potato Curry,2018-03-13,66,74,384,230,11250,7500,5250,5625,1875,9000,6375,7326
Fruity Veggie Smoothie,2018-03-13,47,44,467,280,6750,4500,3150,3375,1125,5400,3825,6080
Spicy Veggie Stir-Fry,2018-03-13,53,53,479,287,7800,5200,3640,3900,1300,6240,4420,7589
Tropical Fruit Salad,2018-03-14,74,78,294,176,11700,7800,5460,5850,1950,9360,6630,6558
Garden Vegetable Medley,2018-03-14,53,58,285,171,9000,6000,4200,4500,1500,7200,5100,3990
Hearty Potato Curry,2018-03-14,67,73,384,230,10500,7000,4900,5250,1750,8400,5950,8476
Fruity Veggie Smoothie,2018-03-14,41,46,467,280,7050,4700,3290,3525,1175,5640,3995,5987
Spicy Veggie Stir-Fry,2018-03-14,71,81,479,287,11850,7900,5530,5925,1975,9480,6715,8941
Tropical Fruit Salad,2018-03-15,67,75,294,176,11700,7800,5460,5850,1950,9360,6630,5970
Garden Vegetable Medley,2018-03-15,47,55,285,171,8100,5400,3780,4050,1350,6480,4590,4731
Hearty Potato Curry,2018-03-15,50,62,384,230,9150,6100,4270,4575,1525,7320,5185,6706
Fruity Veggie Smoothie,2018-03-15,59,68,467,280,10050,6700,4690,5025,1675,8040,5695,7859
Spicy Veggie Stir-Fry,2018-03-15,50,51,479,287,7800,5200,3640,3900,1300,6240,4420,8068
Tropical Fruit Salad,2018-03-16,53,62,294,176,8850,5900,4130,4425,1475,7080,5015,5198
Garden Vegetable Medley,2018-03-16,48,50,285,171,7650,5100,3570,3825,1275,6120,4335,4389
Hearty Potato Curry,2018-03-16,59,60,384,230,9300,6200,4340,4650,1550,7440,5270,7628
Fruity Veggie Smoothie,2018-03-16,45,47,467,280,7200,4800,3360,3600,1200,5760,4080,7108
Spicy Veggie Stir-Fry,2018-03-16,63,73,479,287,10650,7100,4970,5325,1775,8520,6035,9321
Tropical Fruit Salad,2018-03-17,76,101,294,176,10950,7300,5110,5475,1825,8760,6205,6556
Garden Vegetable Medley,2018-03-17,63,72,285,171,7500,5000,3500,3750,1250,6000,4250,4560
Hearty Potato Curry,2018-03-17,86,106,384,230,11100,7400,5180,5550,1850,8880,6290,7556
Fruity Veggie Smoothie,2018-03-17,81,107,467,280,11100,7400,5180,5550,1850,8880,6290,10102
Spicy Veggie Stir-Fry,2018-03-17,73,98,479,287,9450,6300,4410,4725,1575,7560,5355,8264
Tropical Fruit Salad,2018-03-18,78,95,294,176,9450,6300,4410,4725,1575,7560,5355,5964
Garden Vegetable Medley,2018-03-18,59,70,285,171,7650,5100,3570,3825,1275,6120,4335,4104
Hearty Potato Curry,2018-03-18,91,119,384,230,12000,8000,5600,6000,2000,9600,6800,8096
Fruity Veggie Smoothie,2018-03-18,67,75,467,280,8400,5600,3920,4200,1400,6720,4760,8137
Spicy Veggie Stir-Fry,2018-03-18,89,103,479,287,10950,7300,5110,5475,1825,8760,6205,10663
Tropical Fruit Salad,2018-03-19,41,47,294,176,7050,4700,3290,3525,1175,5640,3995,3782
Garden Vegetable Medley,2018-03-19,70,80,285,171,11400,7600,5320,5700,1900,9120,6460,5529
Hearty Potato Curry,2018-03-19,50,57,384,230,8550,5700,3990,4275,1425,6840,4845,5706
Fruity Veggie Smoothie,2018-03-19,55,60,467,280,8400,5600,3920,4200,1400,6720,4760,6736
Spicy Veggie Stir-Fry,2018-03-19,51,53,479,287,8100,5400,3780,4050,1350,6480,4590,7973
Tropical Fruit Salad,2018-03-20,69,72,294,176,10500,7000,4900,5250,1750,8400,5950,5908
Garden Vegetable Medley,2018-03-20,64,71,285,171,10350,6900,4830,5175,1725,8280,5865,5871
Hearty Potato Curry,2018-03-20,48,53,384,230,7650,5100,3570,3825,1275,6120,4335,5166
Fruity Veggie Smoothie,2018-03-20,61,67,467,280,10350,6900,4830,5175,1725,8280,5865,8700
Spicy Veggie Stir-Fry,2018-03-20,53,58,479,287,9150,6100,4270,4575,1525,7320,5185,6922
Tropical Fruit Salad,2018-03-21,70,79,294,176,12000,8000,5600,6000,2000,9600,6800,5912
Garden Vegetable Medley,2018-03-21,69,81,285,171,12000,8000,5600,6000,2000,9600,6800,5700
Hearty Potato Curry,2018-03-21,66,75,384,230,11250,7500,5250,5625,1875,9000,6375,7326
Fruity Veggie Smoothie,2018-03-21,56,61,467,280,9300,6200,4340,4650,1550,7440,5270,8792
Spicy Veggie Stir-Fry,2018-03-21,53,56,479,287,8400,5600,3920,4200,1400,6720,4760,8357
Tropical Fruit Salad,2018-03-22,62,81,294,176,11700,7800,5460,5850,1950,9360,6630,5382
Garden Vegetable Medley,2018-03-22,69,72,285,171,11250,7500,5250,5625,1875,9000,6375,5700
Hearty Potato Curry,2018-03-22,63,71,384,230,10650,7100,4970,5325,1775,8520,6035,8246
Fruity Veggie Smoothie,2018-03-22,51,56,467,280,8400,5600,3920,4200,1400,6720,4760,7203
Spicy Veggie Stir-Fry,2018-03-22,45,50,479,287,7500,5000,3500,3750,1250,6000,4250,6247
Tropical Fruit Salad,2018-03-23,70,77,294,176,11400,7600,5320,5700,1900,9120,6460,6322
Garden Vegetable Medley,2018-03-23,47,45,285,171,7200,4800,3360,3600,1200,5760,4080,3762
Hearty Potato Curry,2018-03-23,46,54,384,230,8100,5400,3780,4050,1350,6480,4590,6396
Fruity Veggie Smoothie,2018-03-23,67,67,467,280,10200,6800,4760,5100,1700,8160,5780,9914
Spicy Veggie Stir-Fry,2018-03-23,60,73,479,287,10200,6800,4760,5100,1700,8160,5780,8266
Tropical Fruit Salad,2018-03-24,76,93,294,176,10050,6700,4690,5025,1675,8040,5695,4966
Garden Vegetable Medley,2018-03-24,77,97,285,171,9600,6400,4480,4800,1600,7680,5440,5871
Hearty Potato Curry,2018-03-24,55,68,384,230,7200,4800,3360,3600,1200,5760,4080,5472
Fruity Veggie Smoothie,2018-03-24,66,86,467,280,8700,5800,4060,4350,1450,6960,4930,6643
Spicy Veggie Stir-Fry,2018-03-24,58,74,479,287,7200,4800,3360,3600,1200,5760,4080,7300
Tropical Fruit Salad,2018-03-25,81,103,294,176,10500,7000,4900,5250,1750,8400,5950,5614
Garden Vegetable Medley,2018-03-25,78,94,285,171,9600,6400,4480,4800,1600,7680,5440,5586
Hearty Potato Curry,2018-03-25,68,78,384,230,8250,5500,3850,4125,1375,6600,4675,6550
Fruity Veggie Smoothie,2018-03-25,81,110,467,280,11700,7800,5460,5850,1950,9360,6630,9449
Spicy Veggie Stir-Fry,2018-03-25,89,115,479,287,12150,8100,5670,6075,2025,9720,6885,9804
Tropical Fruit Salad,2018-03-26,72,78,294,176,11550,7700,5390,5775,1925,9240,6545,6440
Garden Vegetable Medley,2018-03-26,57,63,285,171,9450,6300,4410,4725,1575,7560,5355,5472
Hearty Potato Curry,2018-03-26,61,62,384,230,9300,6200,4340,4650,1550,7440,5270,7628
Fruity Veggie Smoothie,2018-03-26,54,61,467,280,9000,6000,4200,4500,1500,7200,5100,7951
Spicy Veggie Stir-Fry,2018-03-26,66,67,479,287,10050,6700,4690,5025,1675,8040,5695,9990
Tropical Fruit Salad,2018-03-27,42,48,294,176,7050,4700,3290,3525,1175,5640,3995,3488
Garden Vegetable Medley,2018-03-27,53,53,285,171,8250,5500,3850,4125,1375,6600,4675,4275
Hearty Potato Curry,2018-03-27,44,50,384,230,7350,4900,3430,3675,1225,5880,4165,6010
Fruity Veggie Smoothie,2018-03-27,46,49,467,280,7500,5000,3500,3750,1250,6000,4250,5614
Spicy Veggie Stir-Fry,2018-03-27,39,46,479,287,6750,4500,3150,3375,1125,5400,3825,6724
Tropical Fruit Salad,2018-03-28,62,68,294,176,10650,7100,4970,5325,1775,8520,6035,5144
Garden Vegetable Medley,2018-03-28,75,76,285,171,11100,7400,5180,5550,1850,8880,6290,6156
Hearty Potato Curry,2018-03-28,39,46,384,230,6900,4600,3220,3450,1150,5520,3910,5164
Fruity Veggie Smoothie,2018-03-28,56,61,467,280,9300,6200,4340,4650,1550,7440,5270,8792
Spicy Veggie Stir-Fry,2018-03-28,40,45,479,287,6900,4600,3220,3450,1150,5520,3910,5958
Tropical Fruit Salad,2018-03-29,59,79,294,176,7950,5300,3710,3975,1325,6360,4505,4196
Garden Vegetable Medley,2018-03-29,72,88,285,171,9000,6000,4200,4500,1500,7200,5100,4845
Hearty Potato Curry,2018-03-29,67,74,384,230,7800,5200,3640,3900,1300,6240,4420,6472
Fruity Veggie Smoothie,2018-03-29,57,74,467,280,7350,4900,3430,3675,1225,5880,4165,6828
Spicy Veggie Stir-Fry,2018-03-29,92,100,479,287,10650,7100,4970,5325,1775,8520,6035,9800
Tropical Fruit Salad,2018-03-30,78,107,294,176,10950,7300,5110,5475,1825,8760,6205,5086
Garden Vegetable Medley,2018-03-30,70,79,285,171,7950,5300,3710,3975,1325,6360,4505,4902
Hearty Potato Curry,2018-03-30,72,84,384,230,8700,5800,4060,4350,1450,6960,4930,6628
Fruity Veggie Smoothie,2018-03-30,54,70,467,280,7200,4800,3360,3600,1200,5760,4080,5240
Spicy Veggie Stir-Fry,2018-03-30,59,82,479,287,7950,5300,3710,3975,1325,6360,4505,7302
Tropical Fruit Salad,2018-03-31,79,98,294,176,9300,6200,4340,4650,1550,7440,5270,5846
Garden Vegetable Medley,2018-03-31,51,64,285,171,6900,4600,3220,3450,1150,5520,3910,3819
Hearty Potato Curry,2018-03-31,52,65,384,230,6900,4600,3220,3450,1150,5520,3910,4780
Fruity Veggie Smoothie,2018-03-31,77,92,467,280,9600,6400,4480,4800,1600,7680,5440,7765
Spicy Veggie Stir-Fry,2018-03-31,64,81,479,287,8250,5500,3850,4125,1375,6600,4675,8165
Tropical Fruit Salad,2018-04-01,97,115,297,178,11850,7900,5530,5925,1975,9480,6715,5540
Garden Vegetable Medley,2018-04-01,89,97,288,172,10950,7300,5110,5475,1825,8760,6205,5588
Hearty Potato Curry,2018-04-01,86,99,388,232,10350,6900,4830,5175,1725,8280,5865,8436
Fruity Veggie Smoothie,2018-04-01,78,104,471,282,10500,7000,4900,5250,1750,8400,5950,8991
Spicy Veggie Stir-Fry,2018-04-01,76,98,484,290,10350,6900,4830,5175,1725,8280,5865,8546
Tropical Fruit Salad,2018-04-02,56,59,297,178,8550,5700,3990,4275,1425,6840,4845,4704
Garden Vegetable Medley,2018-04-02,49,50,288,172,7950,5300,3710,3975,1325,6360,4505,4420
Hearty Potato Curry,2018-04-02,77,74,388,232,11700,7800,5460,5850,1950,9360,6630,8288
Fruity Veggie Smoothie,2018-04-02,50,54,471,282,7650,5100,3570,3825,1275,6120,4335,6342
Spicy Veggie Stir-Fry,2018-04-02,67,73,484,290,10650,7100,4970,5325,1775,8520,6035,8934
Tropical Fruit Salad,2018-04-03,52,54,297,178,8250,5500,3850,4125,1375,6600,4675,4466
Garden Vegetable Medley,2018-04-03,74,74,288,172,11100,7400,5180,5550,1850,8880,6290,6856
Hearty Potato Curry,2018-04-03,43,50,388,232,7200,4800,3360,3600,1200,5760,4080,4772
Fruity Veggie Smoothie,2018-04-03,64,64,471,282,9900,6600,4620,4950,1650,7920,5610,9648
Spicy Veggie Stir-Fry,2018-04-03,75,74,484,290,11250,7500,5250,5625,1875,9000,6375,10678
Tropical Fruit Salad,2018-04-04,66,69,297,178,10650,7100,4970,5325,1775,8520,6035,5479
Garden Vegetable Medley,2018-04-04,61,61,288,172,9450,6300,4410,4725,1575,7560,5355,4716
Hearty Potato Curry,2018-04-04,68,81,388,232,11700,7800,5460,5850,1950,9360,6630,7124
Fruity Veggie Smoothie,2018-04-04,46,55,471,282,8250,5500,3850,4125,1375,6600,4675,6156
Spicy Veggie Stir-Fry,2018-04-04,41,49,484,290,6900,4600,3220,3450,1150,5520,3910,6504
Tropical Fruit Salad,2018-04-05,49,50,297,178,7650,5100,3570,3825,1275,6120,4335,4881
Garden Vegetable Medley,2018-04-05,49,58,288,172,8550,5700,3990,4275,1425,6840,4845,4020
Hearty Potato Curry,2018-04-05,54,55,388,232,8100,5400,3780,4050,1350,6480,4590,6096
Fruity Veggie Smoothie,2018-04-05,48,51,471,282,7800,5200,3640,3900,1300,6240,4420,6060
Spicy Veggie Stir-Fry,2018-04-05,63,62,484,290,10050,6700,4690,5025,1675,8040,5695,9610
Tropical Fruit Salad,2018-04-06,59,62,297,178,9000,6000,4200,4500,1500,7200,5100,4170
Garden Vegetable Medley,2018-04-06,47,52,288,172,7950,5300,3710,3975,1325,6360,4505,4132
Hearty Potato Curry,2018-04-06,53,50,388,232,7500,5000,3500,3750,1250,6000,4250,5860
Fruity Veggie Smoothie,2018-04-06,52,54,471,282,8100,5400,3780,4050,1350,6480,4590,6909
Spicy Veggie Stir-Fry,2018-04-06,59,62,484,290,9150,6100,4270,4575,1525,7320,5185,8446
Tropical Fruit Salad,2018-04-07,89,110,297,178,11550,7700,5390,5775,1925,9240,6545,6490
Garden Vegetable Medley,2018-04-07,76,97,288,172,10200,6800,4760,5100,1700,8160,5780,5008
Hearty Potato Curry,2018-04-07,65,75,388,232,8100,5400,3780,4050,1350,6480,4590,4932
Fruity Veggie Smoothie,2018-04-07,82,87,471,282,9300,6200,4340,4650,1550,7440,5270,9363
Spicy Veggie Stir-Fry,2018-04-07,69,89,484,290,9450,6300,4410,4725,1575,7560,5355,8350
Tropical Fruit Salad,2018-04-08,65,75,297,178,8100,5400,3780,4050,1350,6480,4590,3753
Garden Vegetable Medley,2018-04-08,65,85,288,172,8700,5800,4060,4350,1450,6960,4930,4424
Hearty Potato Curry,2018-04-08,76,95,388,232,9900,6600,4620,4950,1650,7920,5610,6028
Fruity Veggie Smoothie,2018-04-08,97,119,471,282,11850,7900,5530,5925,1975,9480,6715,8808
Spicy Veggie Stir-Fry,2018-04-08,59,71,484,290,7200,4800,3360,3600,1200,5760,4080,6408
Tropical Fruit Salad,2018-04-09,66,70,297,178,10500,7000,4900,5250,1750,8400,5950,6251
Garden Vegetable Medley,2018-04-09,44,46,288,172,6900,4600,3220,3450,1150,5520,3910,3608
Hearty Potato Curry,2018-04-09,54,56,388,232,8700,5800,4060,4350,1450,6960,4930,5556
Fruity Veggie Smoothie,2018-04-09,47,44,471,282,6750,4500,3150,3375,1125,5400,3825,6150
Spicy Veggie Stir-Fry,2018-04-09,64,64,484,290,9600,6400,4480,4800,1600,7680,5440,9028
Tropical Fruit Salad,2018-04-10,55,65,297,178,9600,6400,4480,4800,1600,7680,5440,4646
Garden Vegetable Medley,2018-04-10,46,53,288,172,8100,5400,3780,4050,1350,6480,4590,3672
Hearty Potato Curry,2018-04-10,71,74,388,232,11100,7400,5180,5550,1850,8880,6290,7276
Fruity Veggie Smoothie,2018-04-10,67,65,471,282,10200,6800,4760,5100,1700,8160,5780,8142
Spicy Veggie Stir-Fry,2018-04-10,50,54,484,290,8250,5500,3850,4125,1375,6600,4675,7282
Tropical Fruit Salad,2018-04-11,67,74,297,178,10650,7100,4970,5325,1775,8520,6035,5182
Garden Vegetable Medley,2018-04-11,50,59,288,172,8550,5700,3990,4275,1425,6840,4845,4596
Hearty Potato Curry,2018-04-11,47,50,388,232,7350,4900,3430,3675,1225,5880,4165,5316
Fruity Veggie Smoothie,2018-04-11,66,78,471,282,12000,8000,5600,6000,2000,9600,6800,9939
Spicy Veggie Stir-Fry,2018-04-11,60,63,484,290,9450,6300,4410,4725,1575,7560,5355,7382
Tropical Fruit Salad,2018-04-12,54,51,297,178,7500,5000,3500,3750,1250,6000,4250,4762
Garden Vegetable Medley,2018-04-12,70,81,288,172,11700,7800,5460,5850,1950,9360,6630,5304
Hearty Potato Curry,2018-04-12,69,77,388,232,11400,7600,5320,5700,1900,9120,6460,8364
Fruity Veggie Smoothie,2018-04-12,50,48,471,282,7200,4800,3360,3600,1200,5760,4080,6246
Spicy Veggie Stir-Fry,2018-04-12,57,60,484,290,9300,6200,4340,4650,1550,7440,5270,7672
Tropical Fruit Salad,2018-04-13,50,58,297,178,8700,5800,4060,4350,1450,6960,4930,4229
Garden Vegetable Medley,2018-04-13,73,77,288,172,11400,7600,5320,5700,1900,9120,6460,6800
