item_name,date,sale_units,stock_level,price,cost,stock_apple,stock_banana,stock_orange,stock_cucumber,stock_okra,stock_potato,stock_tomato,profit
Fruity Veggie Smoothie,2017-04-01,53,59,419,251,8850,5900,4130,4425,1475,7080,5015,7398
Spicy Veggie Stir-Fry,2017-04-01,63,72,429,257,10800,7200,5040,5400,1800,8640,6120,8523
Tropical Fruit Salad,2017-04-02,55,63,266,159,9450,6300,4410,4725,1575,7560,5355,4613
Garden Vegetable Medley,2017-04-02,41,46,258,154,6900,4600,3220,3450,1150,5520,3910,3494
Hearty Potato Curry,2017-04-02,70,83,346,207,12450,8300,5810,6225,2075,9960,7055,7039
Fruity Veggie Smoothie,2017-04-02,52,61,419,251,9150,6100,4270,4575,1525,7320,5185,6477
Spicy Veggie Stir-Fry,2017-04-02,49,54,429,257,8100,5400,3780,4050,1350,6480,4590,7143
Tropical Fruit Salad,2017-04-03,48,52,266,159,7800,5200,3640,3900,1300,6240,4420,4500
Garden Vegetable Medley,2017-04-03,62,70,258,154,10500,7000,4900,5250,1750,8400,5950,5216
Hearty Potato Curry,2017-04-03,40,47,346,207,7050,4700,3290,3525,1175,5640,3995,4111
Fruity Veggie Smoothie,2017-04-03,50,56,419,251,8400,5600,3920,4200,1400,6720,4760,6894
Spicy Veggie Stir-Fry,2017-04-03,42,47,429,257,7050,4700,3290,3525,1175,5640,3995,5939
Tropical Fruit Salad,2017-04-04,63,75,266,159,11250,7500,5250,5625,1875,9000,6375,4833
Garden Vegetable Medley,2017-04-04,65,76,258,154,11400,7600,5320,5700,1900,9120,6460,5066
Hearty Potato Curry,2017-04-04,66,73,346,207,10950,7300,5110,5475,1825,8760,6205,7725
Fruity Veggie Smoothie,2017-04-04,69,76,419,251,11400,7600,5320,5700,1900,9120,6460,9835
Spicy Veggie Stir-Fry,2017-04-04,52,59,429,257,8850,5900,4130,4425,1475,7080,5015,7145
Tropical Fruit Salad,2017-04-05,40,46,266,159,6900,4600,3220,3450,1150,5520,3910,3326
Garden Vegetable Medley,2017-04-05,53,63,258,154,9450,6300,4410,4725,1575,7560,5355,3972
Hearty Potato Curry,2017-04-05,43,48,346,207,7200,4800,3360,3600,1200,5760,4080,4942
Fruity Veggie Smoothie,2017-04-05,63,75,419,251,11250,7500,5250,5625,1875,9000,6375,7572
Spicy Veggie Stir-Fry,2017-04-05,51,60,429,257,9000,6000,4200,4500,1500,7200,5100,6459
Tropical Fruit Salad,2017-04-06,44,48,266,159,7200,4800,3360,3600,1200,5760,4080,4072
Garden Vegetable Medley,2017-04-06,54,60,258,154,9000,6000,4200,4500,1500,7200,5100,4692
Hearty Potato Curry,2017-04-06,46,52,346,207,7800,5200,3640,3900,1300,6240,4420,5152
Fruity Veggie Smoothie,2017-04-06,46,50,419,251,7500,5000,3500,3750,1250,6000,4250,6724
Spicy Veggie Stir-Fry,2017-04-06,62,72,429,257,10800,7200,5040,5400,1800,8640,6120,8094
Tropical Fruit Salad,2017-04-07,64,75,266,159,11250,7500,5250,5625,1875,9000,6375,5099
Garden Vegetable Medley,2017-04-07,43,47,258,154,7050,4700,3290,3525,1175,5640,3995,3856
Hearty Potato Curry,2017-04-07,51,59,346,207,8850,5900,4130,4425,1475,7080,5015,5433
Fruity Veggie Smoothie,2017-04-07,47,51,419,251,7650,5100,3570,3825,1275,6120,4335,6892
Spicy Veggie Stir-Fry,2017-04-07,67,73,429,257,10950,7300,5110,5475,1825,8760,6205,9982
Tropical Fruit Salad,2017-04-08,57,64,266,159,9600,6400,4480,4800,1600,7680,5440,4986
Garden Vegetable Medley,2017-04-08,66,73,258,154,10950,7300,5110,5475,1825,8760,6205,5786
Hearty Potato Curry,2017-04-08,55,60,346,207,9000,6000,4200,4500,1500,7200,5100,6610
Fruity Veggie Smoothie,2017-04-08,40,44,419,251,6600,4400,3080,3300,1100,5280,3740,5716
Spicy Veggie Stir-Fry,2017-04-08,59,69,429,257,10350,6900,4830,5175,1725,8280,5865,7578
Tropical Fruit Salad,2017-04-09,47,56,266,159,8400,5600,3920,4200,1400,6720,4760,3598
Garden Vegetable Medley,2017-04-09,64,70,258,154,10500,7000,4900,5250,1750,8400,5950,5732
Hearty Potato Curry,2017-04-09,46,55,346,207,8250,5500,3850,4125,1375,6600,4675,4531
Fruity Veggie Smoothie,2017-04-09,44,49,419,251,7350,4900,3430,3675,1225,5880,4165,6137
Spicy Veggie Stir-Fry,2017-04-09,67,75,429,257,11250,7500,5250,5625,1875,9000,6375,9468
Tropical Fruit Salad,2017-04-10,50,57,266,159,8550,5700,3990,4275,1425,6840,4845,4237
Garden Vegetable Medley,2017-04-10,45,49,258,154,7350,4900,3430,3675,1225,5880,4165,4064
Hearty Potato Curry,2017-04-10,69,75,346,207,11250,7500,5250,5625,1875,9000,6375,8349
Fruity Veggie Smoothie,2017-04-10,55,66,419,251,9900,6600,4620,4950,1650,7920,5610,6479
Spicy Veggie Stir-Fry,2017-04-10,44,52,429,257,7800,5200,3640,3900,1300,6240,4420,5512
Tropical Fruit Salad,2017-04-11,60,71,266,159,10650,7100,4970,5325,1775,8520,6035,4671
Garden Vegetable Medley,2017-04-11,64,76,258,154,11400,7600,5320,5700,1900,9120,6460,4808
Hearty Potato Curry,2017-04-11,69,80,346,207,12000,8000,5600,6000,2000,9600,6800,7314
Fruity Veggie Smoothie,2017-04-11,43,48,419,251,7200,4800,3360,3600,1200,5760,4080,5969
Spicy Veggie Stir-Fry,2017-04-11,44,50,429,257,7500,5000,3500,3750,1250,6000,4250,6026
Tropical Fruit Salad,2017-04-12,60,68,266,159,10200,6800,4760,5100,1700,8160,5780,5148
Garden Vegetable Medley,2017-04-12,42,47,258,154,7050,4700,3290,3525,1175,5640,3995,3598
Hearty Potato Curry,2017-04-12,40,46,346,207,6900,4600,3220,3450,1150,5520,3910,4318
Fruity Veggie Smoothie,2017-04-12,48,53,419,251,7950,5300,3710,3975,1325,6360,4505,6809
Spicy Veggie Stir-Fry,2017-04-12,64,71,429,257,10650,7100,4970,5325,1775,8520,6035,9209
Tropical Fruit Salad,2017-04-13,53,59,266,159,8850,5900,4130,4425,1475,7080,5015,4717
Garden Vegetable Medley,2017-04-13,50,57,258,154,8550,5700,3990,4275,1425,6840,4845,4122
Hearty Potato Curry,2017-04-13,57,68,346,207,10200,6800,4760,5100,1700,8160,5780,5646
Fruity Veggie Smoothie,2017-04-13,47,56,419,251,8400,5600,3920,4200,1400,6720,4760,5637
Spicy Veggie Stir-Fry,2017-04-13,66,73,429,257,10950,7300,5110,5475,1825,8760,6205,9553
Tropical Fruit Salad,2017-04-14,45,49,266,159,7350,4900,3430,3675,1225,5880,4165,4179
Garden Vegetable Medley,2017-04-14,65,71,258,154,10650,7100,4970,5325,1775,8520,6035,5836
Hearty Potato Curry,2017-04-14,46,52,346,207,7800,5200,3640,3900,1300,6240,4420,5152
Fruity Veggie Smoothie,2017-04-14,44,48,419,251,7200,4800,3360,3600,1200,5760,4080,6388
Spicy Veggie Stir-Fry,2017-04-14,67,79,429,257,11850,7900,5530,5925,1975,9480,6715,8440
Tropical Fruit Salad,2017-04-15,62,68,266,159,10200,6800,4760,5100,1700,8160,5780,5680
Garden Vegetable Medley,2017-04-15,48,53,258,154,7950,5300,3710,3975,1325,6360,4505,4222
Hearty Potato Curry,2017-04-15,60,67,346,207,10050,6700,4690,5025,1675,8040,5695,6891
Fruity Veggie Smoothie,2017-04-15,57,67,419,251,10050,6700,4690,5025,1675,8040,5695,7066
Spicy Veggie Stir-Fry,2017-04-15,62,71,429,257,10650,7100,4970,5325,1775,8520,6035,8351
Tropical Fruit Salad,2017-04-16,64,76,266,159,11400,7600,5320,5700,1900,9120,6460,4940
Garden Vegetable Medley,2017-04-16,55,66,258,154,9900,6600,4620,4950,1650,7920,5610,4026
Hearty Potato Curry,2017-04-16,46,55,346,207,8250,5500,3850,4125,1375,6600,4675,4531
Fruity Veggie Smoothie,2017-04-16,45,54,419,251,8100,5400,3780,4050,1350,6480,4590,5301
Spicy Veggie Stir-Fry,2017-04-16,41,49,429,257,7350,4900,3430,3675,1225,5880,4165,4996
Tropical Fruit Salad,2017-04-17,49,56,266,159,8400,5600,3920,4200,1400,6720,4760,4130
Garden Vegetable Medley,2017-04-17,62,69,258,154,10350,6900,4830,5175,1725,8280,5865,5370
Hearty Potato Curry,2017-04-17,43,50,346,207,7500,5000,3500,3750,1250,6000,4250,4528
Fruity Veggie Smoothie,2017-04-17,53,59,419,251,8850,5900,4130,4425,1475,7080,5015,7398
Spicy Veggie Stir-Fry,2017-04-17,66,77,429,257,11550,7700,5390,5775,1925,9240,6545,8525
Tropical Fruit Salad,2017-04-18,66,74,266,159,11100,7400,5180,5550,1850,8880,6290,5790
Garden Vegetable Medley,2017-04-18,57,64,258,154,9600,6400,4480,4800,1600,7680,5440,4850
Hearty Potato Curry,2017-04-18,55,60,346,207,9000,6000,4200,4500,1500,7200,5100,6610
Fruity Veggie Smoothie,2017-04-18,51,58,419,251,8700,5800,4060,4350,1450,6960,4930,6811
Spicy Veggie Stir-Fry,2017-04-18,42,50,429,257,7500,5000,3500,3750,1250,6000,4250,5168
Tropical Fruit Salad,2017-04-19,68,77,266,159,11550,7700,5390,5775,1925,9240,6545,5845
Garden Vegetable Medley,2017-04-19,61,68,258,154,10200,6800,4760,5100,1700,8160,5780,5266
Hearty Potato Curry,2017-04-19,49,56,346,207,8400,5600,3920,4200,1400,6720,4760,5362
Fruity Veggie Smoothie,2017-04-19,44,49,419,251,7350,4900,3430,3675,1225,5880,4165,6137
Spicy Veggie Stir-Fry,2017-04-19,45,54,429,257,8100,5400,3780,4050,1350,6480,4590,5427
Tropical Fruit Salad,2017-04-20,44,52,266,159,7800,5200,3640,3900,1300,6240,4420,3436
Garden Vegetable Medley,2017-04-20,63,72,258,154,10800,7200,5040,5400,1800,8640,6120,5166
Hearty Potato Curry,2017-04-20,63,69,346,207,10350,6900,4830,5175,1725,8280,5865,7515
Fruity Veggie Smoothie,2017-04-20,50,57,419,251,8550,5700,3990,4275,1425,6840,4845,6643
Spicy Veggie Stir-Fry,2017-04-20,68,79,429,257,11850,7900,5530,5925,1975,9480,6715,8869
Tropical Fruit Salad,2017-04-21,57,64,266,159,9600,6400,4480,4800,1600,7680,5440,4986
Garden Vegetable Medley,2017-04-21,45,50,258,154,7500,5000,3500,3750,1250,6000,4250,3910
Hearty Potato Curry,2017-04-21,44,49,346,207,7350,4900,3430,3675,1225,5880,4165,5081
Fruity Veggie Smoothie,2017-04-21,54,62,419,251,9300,6200,4340,4650,1550,7440,5270,7064
Spicy Veggie Stir-Fry,2017-04-21,40,44,429,257,6600,4400,3080,3300,1100,5280,3740,5852
Tropical Fruit Salad,2017-04-22,43,49,266,159,7350,4900,3430,3675,1225,5880,4165,3647
Garden Vegetable Medley,2017-04-22,56,62,258,154,9300,6200,4340,4650,1550,7440,5270,4900
Hearty Potato Curry,2017-04-22,50,57,346,207,8550,5700,3990,4275,1425,6840,4845,5501
Fruity Veggie Smoothie,2017-04-22,44,52,419,251,7800,5200,3640,3900,1300,6240,4420,5384
Spicy Veggie Stir-Fry,2017-04-22,42,47,429,257,7050,4700,3290,3525,1175,5640,3995,5939
Tropical Fruit Salad,2017-04-23,45,51,266,159,7650,5100,3570,3825,1275,6120,4335,3861
Garden Vegetable Medley,2017-04-23,46,55,258,154,8250,5500,3850,4125,1375,6600,4675,3398
Hearty Potato Curry,2017-04-23,70,81,346,207,12150,8100,5670,6075,2025,9720,6885,7453
Fruity Veggie Smoothie,2017-04-23,55,65,419,251,9750,6500,4550,4875,1625,7800,5525,6730
Spicy Veggie Stir-Fry,2017-04-23,64,73,429,257,10950,7300,5110,5475,1825,8760,6205,8695
Tropical Fruit Salad,2017-04-24,50,57,266,159,8550,5700,3990,4275,1425,6840,4845,4237
Garden Vegetable Medley,2017-04-24,46,55,258,154,8250,5500,3850,4125,1375,6600,4675,3398
Hearty Potato Curry,2017-04-24,52,62,346,207,9300,6200,4340,4650,1550,7440,5270,5158
Fruity Veggie Smoothie,2017-04-24,64,71,419,251,10650,7100,4970,5325,1775,8520,6035,8995
Spicy Veggie Stir-Fry,2017-04-24,63,69,429,257,10350,6900,4830,5175,1725,8280,5865,9294
Tropical Fruit Salad,2017-04-25,43,49,266,159,7350,4900,3430,3675,1225,5880,4165,3647
Garden Vegetable Medley,2017-04-25,52,62,258,154,9300,6200,4340,4650,1550,7440,5270,3868
Hearty Potato Curry,2017-04-25,54,62,346,207,9300,6200,4340,4650,1550,7440,5270,5850
Fruity Veggie Smoothie,2017-04-25,40,48,419,251,7200,4800,3360,3600,1200,5760,4080,4712
Spicy Veggie Stir-Fry,2017-04-25,69,76,429,257,11400,7600,5320,5700,1900,9120,6460,10069
Tropical Fruit Salad,2017-04-26,55,63,266,159,9450,6300,4410,4725,1575,7560,5355,4613
Garden Vegetable Medley,2017-04-26,51,59,258,154,8850,5900,4130,4425,1475,7080,5015,4072
Hearty Potato Curry,2017-04-26,44,52,346,207,7800,5200,3640,3900,1300,6240,4420,4460
Fruity Veggie Smoothie,2017-04-26,53,60,419,251,9000,6000,4200,4500,1500,7200,5100,7147
Spicy Veggie Stir-Fry,2017-04-26,55,61,429,257,9150,6100,4270,4575,1525,7320,5185,7918
Tropical Fruit Salad,2017-04-27,57,66,266,159,9900,6600,4620,4950,1650,7920,5610,4668
Garden Vegetable Medley,2017-04-27,52,60,258,154,9000,6000,4200,4500,1500,7200,5100,4176
Hearty Potato Curry,2017-04-27,46,54,346,207,8100,5400,3780,4050,1350,6480,4590,4738
Fruity Veggie Smoothie,2017-04-27,51,59,419,251,8850,5900,4130,4425,1475,7080,5015,6560
Spicy Veggie Stir-Fry,2017-04-27,58,66,429,257,9900,6600,4620,4950,1650,7920,5610,7920
Tropical Fruit Salad,2017-04-28,64,70,266,159,10500,7000,4900,5250,1750,8400,5950,5894
Garden Vegetable Medley,2017-04-28,50,56,258,154,8400,5600,3920,4200,1400,6720,4760,4276
Hearty Potato Curry,2017-04-28,44,50,346,207,7500,5000,3500,3750,1250,6000,4250,4874
Fruity Veggie Smoothie,2017-04-28,57,68,419,251,10200,6800,4760,5100,1700,8160,5780,6815
Spicy Veggie Stir-Fry,2017-04-28,44,48,429,257,7200,4800,3360,3600,1200,5760,4080,6540
Tropical Fruit Salad,2017-04-29,51,61,266,159,9150,6100,4270,4575,1525,7320,5185,3867
Garden Vegetable Medley,2017-04-29,48,53,258,154,7950,5300,3710,3975,1325,6360,4505,4222
Hearty Potato Curry,2017-04-29,61,70,346,207,10500,7000,4900,5250,1750,8400,5950,6616
Fruity Veggie Smoothie,2017-04-29,47,56,419,251,8400,5600,3920,4200,1400,6720,4760,5637
Spicy Veggie Stir-Fry,2017-04-29,67,74,429,257,11100,7400,5180,5550,1850,8880,6290,9725
Tropical Fruit Salad,2017-04-30,65,76,266,159,11400,7600,5320,5700,1900,9120,6460,5206
Garden Vegetable Medley,2017-04-30,49,58,258,154,8700,5800,4060,4350,1450,6960,4930,3710
Hearty Potato Curry,2017-04-30,43,50,346,207,7500,5000,3500,3750,1250,6000,4250,4528
Fruity Veggie Smoothie,2017-04-30,53,63,419,251,9450,6300,4410,4725,1575,7560,5355,6394
Spicy Veggie Stir-Fry,2017-04-30,42,48,429,257,7200,4800,3360,3600,1200,5760,4080,5682
Tropical Fruit Salad,2017-05-01,64,72,268,160,10800,7200,5040,5400,1800,8640,6120,5632
Garden Vegetable Medley,2017-05-01,69,82,260,156,12300,8200,5740,6150,2050,9840,6970,5148
Hearty Potato Curry,2017-05-01,59,66,350,210,9900,6600,4620,4950,1650,7920,5610,6790
Fruity Veggie Smoothie,2017-05-01,45,51,423,253,7650,5100,3570,3825,1275,6120,4335,6132
Spicy Veggie Stir-Fry,2017-05-01,46,53,433,259,7950,5300,3710,3975,1325,6360,4505,6191
Tropical Fruit Salad,2017-05-02,53,60,268,160,9000,6000,4200,4500,1500,7200,5100,4604
Garden Vegetable Medley,2017-05-02,70,80,260,156,12000,8000,5600,6000,2000,9600,6800,5720
Hearty Potato Curry,2017-05-02,46,55,350,210,8250,5500,3850,4125,1375,6600,4675,4550
Fruity Veggie Smoothie,2017-05-02,53,61,423,253,9150,6100,4270,4575,1525,7320,5185,6986
Spicy Veggie Stir-Fry,2017-05-02,41,47,433,259,7050,4700,3290,3525,1175,5640,3995,5580
Tropical Fruit Salad,2017-05-03,67,73,268,160,10950,7300,5110,5475,1825,8760,6205,6276
Garden Vegetable Medley,2017-05-03,49,57,260,156,8550,5700,3990,4275,1425,6840,4845,3848
Hearty Potato Curry,2017-05-03,48,53,350,210,7950,5300,3710,3975,1325,6360,4505,5670
Fruity Veggie Smoothie,2017-05-03,53,58,423,253,8700,5800,4060,4350,1450,6960,4930,7745
Spicy Veggie Stir-Fry,2017-05-03,63,75,433,259,11250,7500,5250,5625,1875,9000,6375,7854
Tropical Fruit Salad,2017-05-04,55,64,268,160,9600,6400,4480,4800,1600,7680,5440,4500
Garden Vegetable Medley,2017-05-04,41,47,260,156,7050,4700,3290,3525,1175,5640,3995,3328
Hearty Potato Curry,2017-05-04,67,74,350,210,11100,7400,5180,5550,1850,8880,6290,7910
Fruity Veggie Smoothie,2017-05-04,56,64,423,253,9600,6400,4480,4800,1600,7680,5440,7496
Spicy Veggie Stir-Fry,2017-05-04,68,74,433,259,11100,7400,5180,5550,1850,8880,6290,10278
Tropical Fruit Salad,2017-05-05,49,54,268,160,8100,5400,3780,4050,1350,6480,4590,4492
Garden Vegetable Medley,2017-05-05,58,68,260,156,10200,6800,4760,5100,1700,8160,5780,4472
Hearty Potato Curry,2017-05-05,56,63,350,210,9450,6300,4410,4725,1575,7560,5355,6370
Fruity Veggie Smoothie,2017-05-05,62,69,423,253,10350,6900,4830,5175,1725,8280,5865,8769
Spicy Veggie Stir-Fry,2017-05-05,69,79,433,259,11850,7900,5530,5925,1975,9480,6715,9416
Tropical Fruit Salad,2017-05-06,42,50,268,160,7500,5000,3500,3750,1250,6000,4250,3256
Garden Vegetable Medley,2017-05-06,68,81,260,156,12150,8100,5670,6075,2025,9720,6885,5044
Hearty Potato Curry,2017-05-06,56,66,350,210,9900,6600,4620,4950,1650,7920,5610,5740
Fruity Veggie Smoothie,2017-05-06,59,64,423,253,9600,6400,4480,4800,1600,7680,5440,8765
Spicy Veggie Stir-Fry,2017-05-06,69,77,433,259,11550,7700,5390,5775,1925,9240,6545,9934
Tropical Fruit Salad,2017-05-07,64,74,268,160,11100,7400,5180,5550,1850,8880,6290,5312
Garden Vegetable Medley,2017-05-07,43,51,260,156,7650,5100,3570,3825,1275,6120,4335,3224
Hearty Potato Curry,2017-05-07,48,52,350,210,7800,5200,3640,3900,1300,6240,4420,5880
Fruity Veggie Smoothie,2017-05-07,58,68,423,253,10200,6800,4760,5100,1700,8160,5780,7330
Spicy Veggie Stir-Fry,2017-05-07,48,57,433,259,8550,5700,3990,4275,1425,6840,4845,6021
Tropical Fruit Salad,2017-05-08,63,70,268,160,10500,7000,4900,5250,1750,8400,5950,5684
Garden Vegetable Medley,2017-05-08,67,78,260,156,11700,7800,5460,5850,1950,9360,6630,5252
Hearty Potato Curry,2017-05-08,65,73,350,210,10950,7300,5110,5475,1825,8760,6205,7420
Fruity Veggie Smoothie,2017-05-08,55,61,423,253,9150,6100,4270,4575,1525,7320,5185,7832
Spicy Veggie Stir-Fry,2017-05-08,63,73,433,259,10950,7300,5110,5475,1825,8760,6205,8372
Tropical Fruit Salad,2017-05-09,70,81,268,160,12150,8100,5670,6075,2025,9720,6885,5800
Garden Vegetable Medley,2017-05-09,67,74,260,156,11100,7400,5180,5550,1850,8880,6290,5876
Hearty Potato Curry,2017-05-09,43,51,350,210,7650,5100,3570,3825,1275,6120,4335,4340
Fruity Veggie Smoothie,2017-05-09,41,45,423,253,6750,4500,3150,3375,1125,5400,3825,5958
Spicy Veggie Stir-Fry,2017-05-09,54,64,433,259,9600,6400,4480,4800,1600,7680,5440,6806
Tropical Fruit Salad,2017-05-10,47,53,268,160,7950,5300,3710,3975,1325,6360,4505,4116
Garden Vegetable Medley,2017-05-10,47,53,260,156,7950,5300,3710,3975,1325,6360,4505,3952
Hearty Potato Curry,2017-05-10,41,49,350,210,7350,4900,3430,3675,1225,5880,4165,4060
Fruity Veggie Smoothie,2017-05-10,50,58,423,253,8700,5800,4060,4350,1450,6960,4930,6476
Spicy Veggie Stir-Fry,2017-05-10,63,72,433,259,10800,7200,5040,5400,1800,8640,6120,8631
Tropical Fruit Salad,2017-05-11,63,74,268,160,11100,7400,5180,5550,1850,8880,6290,5044
Garden Vegetable Medley,2017-05-11,40,48,260,156,7200,4800,3360,3600,1200,5760,4080,2912
Hearty Potato Curry,2017-05-11,40,47,350,210,7050,4700,3290,3525,1175,5640,3995,4130
Fruity Veggie Smoothie,2017-05-11,66,76,423,253,11400,7600,5320,5700,1900,9120,6460,8690
Spicy Veggie Stir-Fry,2017-05-11,54,61,433,259,9150,6100,4270,4575,1525,7320,5185,7583
Tropical Fruit Salad,2017-05-12,58,64,268,160,9600,6400,4480,4800,1600,7680,5440,5304
Garden Vegetable Medley,2017-05-12,67,76,260,156,11400,7600,5320,5700,1900,9120,6460,5564
Hearty Potato Curry,2017-05-12,67,76,350,210,11400,7600,5320,5700,1900,9120,6460,7490
Fruity Veggie Smoothie,2017-05-12,69,81,423,253,12150,8100,5670,6075,2025,9720,6885,8694
Spicy Veggie Stir-Fry,2017-05-12,50,57,433,259,8550,5700,3990,4275,1425,6840,4845,6887
Tropical Fruit Salad,2017-05-13,43,50,268,160,7500,5000,3500,3750,1250,6000,4250,3524
Garden Vegetable Medley,2017-05-13,40,45,260,156,6750,4500,3150,3375,1125,5400,3825,3380
Hearty Potato Curry,2017-05-13,53,62,350,210,9300,6200,4340,4650,1550,7440,5270,5530
Fruity Veggie Smoothie,2017-05-13,59,66,423,253,9900,6600,4620,4950,1650,7920,5610,8259
Spicy Veggie Stir-Fry,2017-05-13,54,63,433,259,9450,6300,4410,4725,1575,7560,5355,7065
Tropical Fruit Salad,2017-05-14,62,73,268,160,10950,7300,5110,5475,1825,8760,6205,4936
Garden Vegetable Medley,2017-05-14,65,75,260,156,11250,7500,5250,5625,1875,9000,6375,5200
Hearty Potato Curry,2017-05-14,50,60,350,210,9000,6000,4200,4500,1500,7200,5100,4900
Fruity Veggie Smoothie,2017-05-14,51,60,423,253,9000,6000,4200,4500,1500,7200,5100,6393
Spicy Veggie Stir-Fry,2017-05-14,62,71,433,259,10650,7100,4970,5325,1775,8520,6035,8457
Tropical Fruit Salad,2017-05-15,58,65,268,160,9750,6500,4550,4875,1625,7800,5525,5144
Garden Vegetable Medley,2017-05-15,64,73,260,156,10950,7300,5110,5475,1825,8760,6205,5252
Hearty Potato Curry,2017-05-15,59,67,350,210,10050,6700,4690,5025,1675,8040,5695,6580
Fruity Veggie Smoothie,2017-05-15,55,61,423,253,9150,6100,4270,4575,1525,7320,5185,7832
Spicy Veggie Stir-Fry,2017-05-15,61,69,433,259,10350,6900,4830,5175,1725,8280,5865,8542
Tropical Fruit Salad,2017-05-16,51,59,268,160,8850,5900,4130,4425,1475,7080,5015,4228
Garden Vegetable Medley,2017-05-16,58,65,260,156,9750,6500,4550,4875,1625,7800,5525,4940
Hearty Potato Curry,2017-05-16,59,69,350,210,10350,6900,4830,5175,1725,8280,5865,6160
Fruity Veggie Smoothie,2017-05-16,41,45,423,253,6750,4500,3150,3375,1125,5400,3825,5958
Spicy Veggie Stir-Fry,2017-05-16,58,65,433,259,9750,6500,4550,4875,1625,7800,5525,8279
Tropical Fruit Salad,2017-05-17,55,65,268,160,9750,6500,4550,4875,1625,7800,5525,4340
Garden Vegetable Medley,2017-05-17,63,73,260,156,10950,7300,5110,5475,1825,8760,6205,4992
Hearty Potato Curry,2017-05-17,59,67,350,210,10050,6700,4690,5025,1675,8040,5695,6580
Fruity Veggie Smoothie,2017-05-17,70,78,423,253,11700,7800,5460,5850,1950,9360,6630,9876
Spicy Veggie Stir-Fry,2017-05-17,50,57,433,259,8550,5700,3990,4275,1425,6840,4845,6887
Tropical Fruit Salad,2017-05-18,45,51,268,160,7650,5100,3570,3825,1275,6120,4335,3900
Garden Vegetable Medley,2017-05-18,44,52,260,156,7800,5200,3640,3900,1300,6240,4420,3328
Hearty Potato Curry,2017-05-18,68,75,350,210,11250,7500,5250,5625,1875,9000,6375,8050
Fruity Veggie Smoothie,2017-05-18,63,75,423,253,11250,7500,5250,5625,1875,9000,6375,7674
Spicy Veggie Stir-Fry,2017-05-18,42,46,433,259,6900,4600,3220,3450,1150,5520,3910,6272
Tropical Fruit Salad,2017-05-19,41,47,268,160,7050,4700,3290,3525,1175,5640,3995,3468
Garden Vegetable Medley,2017-05-19,47,51,260,156,7650,5100,3570,3825,1275,6120,4335,4264
Hearty Potato Curry,2017-05-19,48,57,350,210,8550,5700,3990,4275,1425,6840,4845,4830
Fruity Veggie Smoothie,2017-05-19,55,63,423,253,9450,6300,4410,4725,1575,7560,5355,7326
Spicy Veggie Stir-Fry,2017-05-19,44,48,433,259,7200,4800,3360,3600,1200,5760,4080,6620
Tropical Fruit Salad,2017-05-20,53,58,268,160,8700,5800,4060,4350,1450,6960,4930,4924
Garden Vegetable Medley,2017-05-20,44,50,260,156,7500,5000,3500,3750,1250,6000,4250,3640
Hearty Potato Curry,2017-05-20,55,64,350,210,9600,6400,4480,4800,1600,7680,5440,5810
Fruity Veggie Smoothie,2017-05-20,59,68,423,253,10200,6800,4760,5100,1700,8160,5780,7753
Spicy Veggie Stir-Fry,2017-05-20,45,49,433,259,7350,4900,3430,3675,1225,5880,4165,6794
Tropical Fruit Salad,2017-05-21,60,67,268,160,10050,6700,4690,5025,1675,8040,5695,5360
Garden Vegetable Medley,2017-05-21,50,58,260,156,8700,5800,4060,4350,1450,6960,4930,3952
Hearty Potato Curry,2017-05-21,68,74,350,210,11100,7400,5180,5550,1850,8880,6290,8260
Fruity Veggie Smoothie,2017-05-21,62,73,423,253,10950,7300,5110,5475,1825,8760,6205,7757
Spicy Veggie Stir-Fry,2017-05-21,58,67,433,259,10050,6700,4690,5025,1675,8040,5695,7761
Tropical Fruit Salad,2017-05-22,54,59,268,160,8850,5900,4130,4425,1475,7080,5015,5032
Garden Vegetable Medley,2017-05-22,51,57,260,156,8550,5700,3990,4275,1425,6840,4845,4368
Hearty Potato Curry,2017-05-22,56,63,350,210,9450,6300,4410,4725,1575,7560,5355,6370
Fruity Veggie Smoothie,2017-05-22,58,63,423,253,9450,6300,4410,4725,1575,7560,5355,8595
Spicy Veggie Stir-Fry,2017-05-22,44,48,433,259,7200,4800,3360,3600,1200,5760,4080,6620
Tropical Fruit Salad,2017-05-23,59,67,268,160,10050,6700,4690,5025,1675,8040,5695,5092
Garden Vegetable Medley,2017-05-23,52,58,260,156,8700,5800,4060,4350,1450,6960,4930,4472
Hearty Potato Curry,2017-05-23,60,70,350,210,10500,7000,4900,5250,1750,8400,5950,6300
Fruity Veggie Smoothie,2017-05-23,59,66,423,253,9900,6600,4620,4950,1650,7920,5610,8259
Spicy Veggie Stir-Fry,2017-05-23,42,49,433,259,7350,4900,3430,3675,1225,5880,4165,5495
Tropical Fruit Salad,2017-05-24,42,48,268,160,7200,4800,3360,3600,1200,5760,4080,3576
Garden Vegetable Medley,2017-05-24,70,83,260,156,12450,8300,5810,6225,2075,9960,7055,5252
Hearty Potato Curry,2017-05-24,62,74,350,210,11100,7400,5180,5550,1850,8880,6290,6160
Fruity Veggie Smoothie,2017-05-24,60,69,423,253,10350,6900,4830,5175,1725,8280,5865,7923
Spicy Veggie Stir-Fry,2017-05-24,42,50,433,259,7500,5000,3500,3750,1250,6000,4250,5236
